container,index,name,offset,size_bytes,range_valid,classification
main.13.com.ea.gp.fifaworld.obb,5417,data\sceneassets\faces\face_0_1_0_1_0_4_1_0_8_textures.rx3,289203648,22013,True,texture
main.13.com.ea.gp.fifaworld.obb,5418,data\sceneassets\faces\face_0_1_0_1_0_4_1_0_9_textures.rx3,289225664,19480,True,texture
main.13.com.ea.gp.fifaworld.obb,5419,data\sceneassets\faces\face_0_1_0_1_0_4_1_1_10_textures.rx3,289245184,17302,True,texture
main.13.com.ea.gp.fifaworld.obb,5420,data\sceneassets\faces\face_0_1_0_1_0_4_1_1_2_textures.rx3,289262528,27074,True,texture
main.13.com.ea.gp.fifaworld.obb,5421,data\sceneassets\faces\face_0_1_0_1_0_4_1_1_4_textures.rx3,289289664,26140,True,texture
main.13.com.ea.gp.fifaworld.obb,5422,data\sceneassets\faces\face_0_1_0_1_0_4_1_1_5_textures.rx3,289315840,26322,True,texture
main.13.com.ea.gp.fifaworld.obb,5423,data\sceneassets\faces\face_0_1_0_1_0_4_1_1_6_textures.rx3,289342208,23874,True,texture
main.13.com.ea.gp.fifaworld.obb,5424,data\sceneassets\faces\face_0_1_0_1_0_4_1_1_8_textures.rx3,289366144,21529,True,texture
main.13.com.ea.gp.fifaworld.obb,5425,data\sceneassets\faces\face_0_1_0_1_0_4_1_1_9_textures.rx3,289387712,19675,True,texture
main.13.com.ea.gp.fifaworld.obb,5426,data\sceneassets\faces\face_0_1_0_1_0_4_1_2_10_textures.rx3,289407424,17343,True,texture
main.13.com.ea.gp.fifaworld.obb,5427,data\sceneassets\faces\face_0_1_0_1_0_4_1_2_2_textures.rx3,289424768,27747,True,texture
main.13.com.ea.gp.fifaworld.obb,5428,data\sceneassets\faces\face_0_1_0_1_0_4_1_2_4_textures.rx3,289452544,26179,True,texture
main.13.com.ea.gp.fifaworld.obb,5429,data\sceneassets\faces\face_0_1_0_1_0_4_1_2_5_textures.rx3,289478784,26191,True,texture
main.13.com.ea.gp.fifaworld.obb,5430,data\sceneassets\faces\face_0_1_0_1_0_4_1_2_6_textures.rx3,289505024,23816,True,texture
main.13.com.ea.gp.fifaworld.obb,5431,data\sceneassets\faces\face_0_1_0_1_0_4_1_2_8_textures.rx3,289528896,20845,True,texture
main.13.com.ea.gp.fifaworld.obb,5432,data\sceneassets\faces\face_0_1_0_1_0_4_1_2_9_textures.rx3,289549760,19243,True,texture
main.13.com.ea.gp.fifaworld.obb,5433,data\sceneassets\faces\face_0_1_0_1_0_4_2_0_10_textures.rx3,289569024,17547,True,texture
main.13.com.ea.gp.fifaworld.obb,5434,data\sceneassets\faces\face_0_1_0_1_0_4_2_0_2_textures.rx3,289586624,27076,True,texture
main.13.com.ea.gp.fifaworld.obb,5435,data\sceneassets\faces\face_0_1_0_1_0_4_2_0_4_textures.rx3,289613760,26466,True,texture
main.13.com.ea.gp.fifaworld.obb,5436,data\sceneassets\faces\face_0_1_0_1_0_4_2_0_5_textures.rx3,289640256,25704,True,texture
main.13.com.ea.gp.fifaworld.obb,5437,data\sceneassets\faces\face_0_1_0_1_0_4_2_0_6_textures.rx3,289665984,23214,True,texture
main.13.com.ea.gp.fifaworld.obb,5438,data\sceneassets\faces\face_0_1_0_1_0_4_2_0_8_textures.rx3,289689216,22145,True,texture
main.13.com.ea.gp.fifaworld.obb,5439,data\sceneassets\faces\face_0_1_0_1_0_4_2_0_9_textures.rx3,289711424,19609,True,texture
main.13.com.ea.gp.fifaworld.obb,5440,data\sceneassets\faces\face_0_1_0_1_0_4_2_1_10_textures.rx3,289731072,17443,True,texture
main.13.com.ea.gp.fifaworld.obb,5441,data\sceneassets\faces\face_0_1_0_1_0_4_2_1_2_textures.rx3,289748544,27187,True,texture
main.13.com.ea.gp.fifaworld.obb,5442,data\sceneassets\faces\face_0_1_0_1_0_4_2_1_4_textures.rx3,289775744,26271,True,texture
main.13.com.ea.gp.fifaworld.obb,5443,data\sceneassets\faces\face_0_1_0_1_0_4_2_1_5_textures.rx3,289802048,26408,True,texture
main.13.com.ea.gp.fifaworld.obb,5444,data\sceneassets\faces\face_0_1_0_1_0_4_2_1_6_textures.rx3,289828480,23971,True,texture
main.13.com.ea.gp.fifaworld.obb,5445,data\sceneassets\faces\face_0_1_0_1_0_4_2_1_8_textures.rx3,289852480,21605,True,texture
main.13.com.ea.gp.fifaworld.obb,5446,data\sceneassets\faces\face_0_1_0_1_0_4_2_1_9_textures.rx3,289874112,19829,True,texture
main.13.com.ea.gp.fifaworld.obb,5447,data\sceneassets\faces\face_0_1_0_1_0_4_2_2_10_textures.rx3,289893952,17458,True,texture
main.13.com.ea.gp.fifaworld.obb,5448,data\sceneassets\faces\face_0_1_0_1_0_4_2_2_2_textures.rx3,289911424,27859,True,texture
main.13.com.ea.gp.fifaworld.obb,5449,data\sceneassets\faces\face_0_1_0_1_0_4_2_2_4_textures.rx3,289939328,26330,True,texture
main.13.com.ea.gp.fifaworld.obb,5450,data\sceneassets\faces\face_0_1_0_1_0_4_2_2_5_textures.rx3,289965696,26299,True,texture
main.13.com.ea.gp.fifaworld.obb,5451,data\sceneassets\faces\face_0_1_0_1_0_4_2_2_6_textures.rx3,289992000,23913,True,texture
main.13.com.ea.gp.fifaworld.obb,5452,data\sceneassets\faces\face_0_1_0_1_0_4_2_2_8_textures.rx3,290015936,20891,True,texture
main.13.com.ea.gp.fifaworld.obb,5453,data\sceneassets\faces\face_0_1_0_1_0_4_2_2_9_textures.rx3,290036864,19314,True,texture
main.13.com.ea.gp.fifaworld.obb,5454,data\sceneassets\faces\face_0_1_0_1_0_4_3_0_10_textures.rx3,290056192,17607,True,texture
main.13.com.ea.gp.fifaworld.obb,5455,data\sceneassets\faces\face_0_1_0_1_0_4_3_0_2_textures.rx3,290073856,27150,True,texture
main.13.com.ea.gp.fifaworld.obb,5456,data\sceneassets\faces\face_0_1_0_1_0_4_3_0_4_textures.rx3,290101056,26513,True,texture
main.13.com.ea.gp.fifaworld.obb,5457,data\sceneassets\faces\face_0_1_0_1_0_4_3_0_5_textures.rx3,290127616,25709,True,texture
main.13.com.ea.gp.fifaworld.obb,5458,data\sceneassets\faces\face_0_1_0_1_0_4_3_0_6_textures.rx3,290153344,23258,True,texture
main.13.com.ea.gp.fifaworld.obb,5459,data\sceneassets\faces\face_0_1_0_1_0_4_3_0_8_textures.rx3,290176640,22112,True,texture
main.13.com.ea.gp.fifaworld.obb,5460,data\sceneassets\faces\face_0_1_0_1_0_4_3_0_9_textures.rx3,290198784,19614,True,texture
main.13.com.ea.gp.fifaworld.obb,5461,data\sceneassets\faces\face_0_1_0_1_0_4_3_1_10_textures.rx3,290218432,17453,True,texture
main.13.com.ea.gp.fifaworld.obb,5462,data\sceneassets\faces\face_0_1_0_1_0_4_3_1_2_textures.rx3,290235904,27216,True,texture
main.13.com.ea.gp.fifaworld.obb,5463,data\sceneassets\faces\face_0_1_0_1_0_4_3_1_4_textures.rx3,290263168,26293,True,texture
main.13.com.ea.gp.fifaworld.obb,5464,data\sceneassets\faces\face_0_1_0_1_0_4_3_1_5_textures.rx3,290289472,26444,True,texture
main.13.com.ea.gp.fifaworld.obb,5465,data\sceneassets\faces\face_0_1_0_1_0_4_3_1_6_textures.rx3,290315968,24010,True,texture
main.13.com.ea.gp.fifaworld.obb,5466,data\sceneassets\faces\face_0_1_0_1_0_4_3_1_8_textures.rx3,290340032,21701,True,texture
main.13.com.ea.gp.fifaworld.obb,5467,data\sceneassets\faces\face_0_1_0_1_0_4_3_1_9_textures.rx3,290361792,19826,True,texture
main.13.com.ea.gp.fifaworld.obb,5468,data\sceneassets\faces\face_0_1_0_1_0_4_3_2_10_textures.rx3,290381632,17536,True,texture
main.13.com.ea.gp.fifaworld.obb,5469,data\sceneassets\faces\face_0_1_0_1_0_4_3_2_2_textures.rx3,290399168,27930,True,texture
main.13.com.ea.gp.fifaworld.obb,5470,data\sceneassets\faces\face_0_1_0_1_0_4_3_2_4_textures.rx3,290427136,26297,True,texture
main.13.com.ea.gp.fifaworld.obb,5471,data\sceneassets\faces\face_0_1_0_1_0_4_3_2_5_textures.rx3,290453440,26307,True,texture
main.13.com.ea.gp.fifaworld.obb,5472,data\sceneassets\faces\face_0_1_0_1_0_4_3_2_6_textures.rx3,290479808,23919,True,texture
main.13.com.ea.gp.fifaworld.obb,5473,data\sceneassets\faces\face_0_1_0_1_0_4_3_2_8_textures.rx3,290503744,20958,True,texture
main.13.com.ea.gp.fifaworld.obb,5474,data\sceneassets\faces\face_0_1_0_1_0_4_3_2_9_textures.rx3,290524736,19375,True,texture
main.13.com.ea.gp.fifaworld.obb,5475,data\sceneassets\faces\face_0_1_0_1_0_4_4_0_10_textures.rx3,290544128,19161,True,texture
main.13.com.ea.gp.fifaworld.obb,5476,data\sceneassets\faces\face_0_1_0_1_0_4_4_0_2_textures.rx3,290563328,28346,True,texture
main.13.com.ea.gp.fifaworld.obb,5477,data\sceneassets\faces\face_0_1_0_1_0_4_4_0_4_textures.rx3,290591680,27493,True,texture
main.13.com.ea.gp.fifaworld.obb,5478,data\sceneassets\faces\face_0_1_0_1_0_4_4_0_5_textures.rx3,290619200,26916,True,texture
main.13.com.ea.gp.fifaworld.obb,5479,data\sceneassets\faces\face_0_1_0_1_0_4_4_0_6_textures.rx3,290646144,24463,True,texture
main.13.com.ea.gp.fifaworld.obb,5480,data\sceneassets\faces\face_0_1_0_1_0_4_4_0_8_textures.rx3,290670656,23289,True,texture
main.13.com.ea.gp.fifaworld.obb,5481,data\sceneassets\faces\face_0_1_0_1_0_4_4_0_9_textures.rx3,290693952,21059,True,texture
main.13.com.ea.gp.fifaworld.obb,5482,data\sceneassets\faces\face_0_1_0_1_0_4_4_1_10_textures.rx3,290715072,19378,True,texture
main.13.com.ea.gp.fifaworld.obb,5483,data\sceneassets\faces\face_0_1_0_1_0_4_4_1_2_textures.rx3,290734464,28324,True,texture
main.13.com.ea.gp.fifaworld.obb,5484,data\sceneassets\faces\face_0_1_0_1_0_4_4_1_4_textures.rx3,290762816,27350,True,texture
main.13.com.ea.gp.fifaworld.obb,5485,data\sceneassets\faces\face_0_1_0_1_0_4_4_1_5_textures.rx3,290790208,27476,True,texture
main.13.com.ea.gp.fifaworld.obb,5486,data\sceneassets\faces\face_0_1_0_1_0_4_4_1_6_textures.rx3,290817728,25240,True,texture
main.13.com.ea.gp.fifaworld.obb,5487,data\sceneassets\faces\face_0_1_0_1_0_4_4_1_8_textures.rx3,290843008,22942,True,texture
main.13.com.ea.gp.fifaworld.obb,5488,data\sceneassets\faces\face_0_1_0_1_0_4_4_1_9_textures.rx3,290865984,21250,True,texture
main.13.com.ea.gp.fifaworld.obb,5489,data\sceneassets\faces\face_0_1_0_1_0_4_4_2_10_textures.rx3,290887296,19139,True,texture
main.13.com.ea.gp.fifaworld.obb,5490,data\sceneassets\faces\face_0_1_0_1_0_4_4_2_2_textures.rx3,290906496,28972,True,texture
main.13.com.ea.gp.fifaworld.obb,5491,data\sceneassets\faces\face_0_1_0_1_0_4_4_2_4_textures.rx3,290935488,27309,True,texture
main.13.com.ea.gp.fifaworld.obb,5492,data\sceneassets\faces\face_0_1_0_1_0_4_4_2_5_textures.rx3,290962816,27338,True,texture
main.13.com.ea.gp.fifaworld.obb,5493,data\sceneassets\faces\face_0_1_0_1_0_4_4_2_6_textures.rx3,290990208,25110,True,texture
main.13.com.ea.gp.fifaworld.obb,5494,data\sceneassets\faces\face_0_1_0_1_0_4_4_2_8_textures.rx3,291015360,22106,True,texture
main.13.com.ea.gp.fifaworld.obb,5495,data\sceneassets\faces\face_0_1_0_1_0_4_4_2_9_textures.rx3,291037504,20640,True,texture
main.13.com.ea.gp.fifaworld.obb,5496,data\sceneassets\faces\face_0_1_0_1_0_4_5_0_10_textures.rx3,291058176,17579,True,texture
main.13.com.ea.gp.fifaworld.obb,5497,data\sceneassets\faces\face_0_1_0_1_0_4_5_0_2_textures.rx3,291075776,27141,True,texture
main.13.com.ea.gp.fifaworld.obb,5498,data\sceneassets\faces\face_0_1_0_1_0_4_5_0_4_textures.rx3,291102976,26487,True,texture
main.13.com.ea.gp.fifaworld.obb,5499,data\sceneassets\faces\face_0_1_0_1_0_4_5_0_5_textures.rx3,291129472,25671,True,texture
main.13.com.ea.gp.fifaworld.obb,5500,data\sceneassets\faces\face_0_1_0_1_0_4_5_0_6_textures.rx3,291155200,23202,True,texture
main.13.com.ea.gp.fifaworld.obb,5501,data\sceneassets\faces\face_0_1_0_1_0_4_5_0_8_textures.rx3,291178432,22122,True,texture
main.13.com.ea.gp.fifaworld.obb,5502,data\sceneassets\faces\face_0_1_0_1_0_4_5_0_9_textures.rx3,291200576,19591,True,texture
main.13.com.ea.gp.fifaworld.obb,5503,data\sceneassets\faces\face_0_1_0_1_0_4_5_1_10_textures.rx3,291220224,17443,True,texture
main.13.com.ea.gp.fifaworld.obb,5504,data\sceneassets\faces\face_0_1_0_1_0_4_5_1_2_textures.rx3,291237696,27200,True,texture
main.13.com.ea.gp.fifaworld.obb,5505,data\sceneassets\faces\face_0_1_0_1_0_4_5_1_4_textures.rx3,291264896,26274,True,texture
main.13.com.ea.gp.fifaworld.obb,5506,data\sceneassets\faces\face_0_1_0_1_0_4_5_1_5_textures.rx3,291291200,26392,True,texture
main.13.com.ea.gp.fifaworld.obb,5507,data\sceneassets\faces\face_0_1_0_1_0_4_5_1_6_textures.rx3,291317632,23970,True,texture
main.13.com.ea.gp.fifaworld.obb,5508,data\sceneassets\faces\face_0_1_0_1_0_4_5_1_8_textures.rx3,291341632,21700,True,texture
main.13.com.ea.gp.fifaworld.obb,5509,data\sceneassets\faces\face_0_1_0_1_0_4_5_1_9_textures.rx3,291363392,19831,True,texture
main.13.com.ea.gp.fifaworld.obb,5510,data\sceneassets\faces\face_0_1_0_1_0_4_5_2_10_textures.rx3,291383232,17504,True,texture
main.13.com.ea.gp.fifaworld.obb,5511,data\sceneassets\faces\face_0_1_0_1_0_4_5_2_2_textures.rx3,291400768,27907,True,texture
main.13.com.ea.gp.fifaworld.obb,5512,data\sceneassets\faces\face_0_1_0_1_0_4_5_2_4_textures.rx3,291428736,26303,True,texture
main.13.com.ea.gp.fifaworld.obb,5513,data\sceneassets\faces\face_0_1_0_1_0_4_5_2_5_textures.rx3,291455040,26283,True,texture
main.13.com.ea.gp.fifaworld.obb,5514,data\sceneassets\faces\face_0_1_0_1_0_4_5_2_6_textures.rx3,291481344,23866,True,texture
main.13.com.ea.gp.fifaworld.obb,5515,data\sceneassets\faces\face_0_1_0_1_0_4_5_2_8_textures.rx3,291505216,20912,True,texture
main.13.com.ea.gp.fifaworld.obb,5516,data\sceneassets\faces\face_0_1_0_1_0_4_5_2_9_textures.rx3,291526144,19315,True,texture
main.13.com.ea.gp.fifaworld.obb,5517,data\sceneassets\faces\face_0_1_0_1_0_4_6_0_10_textures.rx3,291545472,18660,True,texture
main.13.com.ea.gp.fifaworld.obb,5518,data\sceneassets\faces\face_0_1_0_1_0_4_6_0_2_textures.rx3,291564160,28104,True,texture
main.13.com.ea.gp.fifaworld.obb,5519,data\sceneassets\faces\face_0_1_0_1_0_4_6_0_4_textures.rx3,291592320,27167,True,texture
main.13.com.ea.gp.fifaworld.obb,5520,data\sceneassets\faces\face_0_1_0_1_0_4_6_0_5_textures.rx3,291619520,26475,True,texture
main.13.com.ea.gp.fifaworld.obb,5521,data\sceneassets\faces\face_0_1_0_1_0_4_6_0_6_textures.rx3,291646016,24162,True,texture
main.13.com.ea.gp.fifaworld.obb,5522,data\sceneassets\faces\face_0_1_0_1_0_4_6_0_8_textures.rx3,291670208,22873,True,texture
main.13.com.ea.gp.fifaworld.obb,5523,data\sceneassets\faces\face_0_1_0_1_0_4_6_0_9_textures.rx3,291693120,20663,True,texture
main.13.com.ea.gp.fifaworld.obb,5524,data\sceneassets\faces\face_0_1_0_1_0_4_6_1_10_textures.rx3,291713792,18847,True,texture
main.13.com.ea.gp.fifaworld.obb,5525,data\sceneassets\faces\face_0_1_0_1_0_4_6_1_2_textures.rx3,291732672,28048,True,texture
main.13.com.ea.gp.fifaworld.obb,5526,data\sceneassets\faces\face_0_1_0_1_0_4_6_1_4_textures.rx3,291760768,27047,True,texture
main.13.com.ea.gp.fifaworld.obb,5527,data\sceneassets\faces\face_0_1_0_1_0_4_6_1_5_textures.rx3,291787840,27087,True,texture
main.13.com.ea.gp.fifaworld.obb,5528,data\sceneassets\faces\face_0_1_0_1_0_4_6_1_6_textures.rx3,291814976,24811,True,texture
main.13.com.ea.gp.fifaworld.obb,5529,data\sceneassets\faces\face_0_1_0_1_0_4_6_1_8_textures.rx3,291839808,22569,True,texture
main.13.com.ea.gp.fifaworld.obb,5530,data\sceneassets\faces\face_0_1_0_1_0_4_6_1_9_textures.rx3,291862400,20818,True,texture
main.13.com.ea.gp.fifaworld.obb,5531,data\sceneassets\faces\face_0_1_0_1_0_4_6_2_10_textures.rx3,291883264,18709,True,texture
main.13.com.ea.gp.fifaworld.obb,5532,data\sceneassets\faces\face_0_1_0_1_0_4_6_2_2_textures.rx3,291902016,28695,True,texture
main.13.com.ea.gp.fifaworld.obb,5533,data\sceneassets\faces\face_0_1_0_1_0_4_6_2_4_textures.rx3,291930752,27036,True,texture
main.13.com.ea.gp.fifaworld.obb,5534,data\sceneassets\faces\face_0_1_0_1_0_4_6_2_5_textures.rx3,291957824,26942,True,texture
main.13.com.ea.gp.fifaworld.obb,5535,data\sceneassets\faces\face_0_1_0_1_0_4_6_2_6_textures.rx3,291984768,24772,True,texture
main.13.com.ea.gp.fifaworld.obb,5536,data\sceneassets\faces\face_0_1_0_1_0_4_6_2_8_textures.rx3,292009600,21701,True,texture
main.13.com.ea.gp.fifaworld.obb,5537,data\sceneassets\faces\face_0_1_0_1_0_4_6_2_9_textures.rx3,292031360,20215,True,texture
main.13.com.ea.gp.fifaworld.obb,5538,data\sceneassets\faces\face_0_1_0_1_0_4_7_0_10_textures.rx3,292051584,17231,True,texture
main.13.com.ea.gp.fifaworld.obb,5539,data\sceneassets\faces\face_0_1_0_1_0_4_7_0_2_textures.rx3,292068864,26812,True,texture
main.13.com.ea.gp.fifaworld.obb,5540,data\sceneassets\faces\face_0_1_0_1_0_4_7_0_4_textures.rx3,292095680,26243,True,texture
main.13.com.ea.gp.fifaworld.obb,5541,data\sceneassets\faces\face_0_1_0_1_0_4_7_0_5_textures.rx3,292121984,25407,True,texture
main.13.com.ea.gp.fifaworld.obb,5542,data\sceneassets\faces\face_0_1_0_1_0_4_7_0_6_textures.rx3,292147392,22936,True,texture
main.13.com.ea.gp.fifaworld.obb,5543,data\sceneassets\faces\face_0_1_0_1_0_4_7_0_8_textures.rx3,292170368,21827,True,texture
main.13.com.ea.gp.fifaworld.obb,5544,data\sceneassets\faces\face_0_1_0_1_0_4_7_0_9_textures.rx3,292192256,19346,True,texture
main.13.com.ea.gp.fifaworld.obb,5545,data\sceneassets\faces\face_0_1_0_1_0_4_7_1_10_textures.rx3,292211648,17054,True,texture
main.13.com.ea.gp.fifaworld.obb,5546,data\sceneassets\faces\face_0_1_0_1_0_4_7_1_2_textures.rx3,292228736,26904,True,texture
main.13.com.ea.gp.fifaworld.obb,5547,data\sceneassets\faces\face_0_1_0_1_0_4_7_1_4_textures.rx3,292255680,26013,True,texture
main.13.com.ea.gp.fifaworld.obb,5548,data\sceneassets\faces\face_0_1_0_1_0_4_7_1_5_textures.rx3,292281728,26167,True,texture
main.13.com.ea.gp.fifaworld.obb,5549,data\sceneassets\faces\face_0_1_0_1_0_4_7_1_6_textures.rx3,292307904,23731,True,texture
main.13.com.ea.gp.fifaworld.obb,5550,data\sceneassets\faces\face_0_1_0_1_0_4_7_1_8_textures.rx3,292331648,21348,True,texture
main.13.com.ea.gp.fifaworld.obb,5551,data\sceneassets\faces\face_0_1_0_1_0_4_7_1_9_textures.rx3,292353024,19480,True,texture
main.13.com.ea.gp.fifaworld.obb,5552,data\sceneassets\faces\face_0_1_0_1_0_4_7_2_10_textures.rx3,292372544,17147,True,texture
main.13.com.ea.gp.fifaworld.obb,5553,data\sceneassets\faces\face_0_1_0_1_0_4_7_2_2_textures.rx3,292389696,27596,True,texture
main.13.com.ea.gp.fifaworld.obb,5554,data\sceneassets\faces\face_0_1_0_1_0_4_7_2_4_textures.rx3,292417344,26082,True,texture
main.13.com.ea.gp.fifaworld.obb,5555,data\sceneassets\faces\face_0_1_0_1_0_4_7_2_5_textures.rx3,292443456,26065,True,texture
main.13.com.ea.gp.fifaworld.obb,5556,data\sceneassets\faces\face_0_1_0_1_0_4_7_2_6_textures.rx3,292469568,23650,True,texture
main.13.com.ea.gp.fifaworld.obb,5557,data\sceneassets\faces\face_0_1_0_1_0_4_7_2_8_textures.rx3,292493248,20706,True,texture
main.13.com.ea.gp.fifaworld.obb,5558,data\sceneassets\faces\face_0_1_0_1_0_4_7_2_9_textures.rx3,292513984,19055,True,texture
main.13.com.ea.gp.fifaworld.obb,5559,data\sceneassets\faces\face_0_1_0_1_1_0_0_0_10_textures.rx3,292533056,17503,True,texture
main.13.com.ea.gp.fifaworld.obb,5560,data\sceneassets\faces\face_0_1_0_1_1_0_0_0_2_textures.rx3,292550592,27033,True,texture
main.13.com.ea.gp.fifaworld.obb,5561,data\sceneassets\faces\face_0_1_0_1_1_0_0_0_4_textures.rx3,292577664,26492,True,texture
main.13.com.ea.gp.fifaworld.obb,5562,data\sceneassets\faces\face_0_1_0_1_1_0_0_0_5_textures.rx3,292604160,25697,True,texture
main.13.com.ea.gp.fifaworld.obb,5563,data\sceneassets\faces\face_0_1_0_1_1_0_0_0_6_textures.rx3,292629888,23173,True,texture
main.13.com.ea.gp.fifaworld.obb,5564,data\sceneassets\faces\face_0_1_0_1_1_0_0_0_8_textures.rx3,292653120,22105,True,texture
main.13.com.ea.gp.fifaworld.obb,5565,data\sceneassets\faces\face_0_1_0_1_1_0_0_0_9_textures.rx3,292675264,19597,True,texture
main.13.com.ea.gp.fifaworld.obb,5566,data\sceneassets\faces\face_0_1_0_1_1_0_0_1_10_textures.rx3,292694912,17361,True,texture
main.13.com.ea.gp.fifaworld.obb,5567,data\sceneassets\faces\face_0_1_0_1_1_0_0_1_2_textures.rx3,292712320,27141,True,texture
main.13.com.ea.gp.fifaworld.obb,5568,data\sceneassets\faces\face_0_1_0_1_1_0_0_1_4_textures.rx3,292739520,26256,True,texture
main.13.com.ea.gp.fifaworld.obb,5569,data\sceneassets\faces\face_0_1_0_1_1_0_0_1_5_textures.rx3,292765824,26436,True,texture
main.13.com.ea.gp.fifaworld.obb,5570,data\sceneassets\faces\face_0_1_0_1_1_0_0_1_6_textures.rx3,292792320,23966,True,texture
main.13.com.ea.gp.fifaworld.obb,5571,data\sceneassets\faces\face_0_1_0_1_1_0_0_1_8_textures.rx3,292816320,21622,True,texture
main.13.com.ea.gp.fifaworld.obb,5572,data\sceneassets\faces\face_0_1_0_1_1_0_0_1_9_textures.rx3,292837952,19692,True,texture
main.13.com.ea.gp.fifaworld.obb,5573,data\sceneassets\faces\face_0_1_0_1_1_0_0_2_10_textures.rx3,292857664,17431,True,texture
main.13.com.ea.gp.fifaworld.obb,5574,data\sceneassets\faces\face_0_1_0_1_1_0_0_2_2_textures.rx3,292875136,27871,True,texture
main.13.com.ea.gp.fifaworld.obb,5575,data\sceneassets\faces\face_0_1_0_1_1_0_0_2_4_textures.rx3,292903040,26307,True,texture
main.13.com.ea.gp.fifaworld.obb,5576,data\sceneassets\faces\face_0_1_0_1_1_0_0_2_5_textures.rx3,292929408,26315,True,texture
main.13.com.ea.gp.fifaworld.obb,5577,data\sceneassets\faces\face_0_1_0_1_1_0_0_2_6_textures.rx3,292955776,23937,True,texture
main.13.com.ea.gp.fifaworld.obb,5578,data\sceneassets\faces\face_0_1_0_1_1_0_0_2_8_textures.rx3,292979776,20984,True,texture
main.13.com.ea.gp.fifaworld.obb,5579,data\sceneassets\faces\face_0_1_0_1_1_0_0_2_9_textures.rx3,293000768,19253,True,texture
main.13.com.ea.gp.fifaworld.obb,5580,data\sceneassets\faces\face_0_1_0_1_1_0_1_0_10_textures.rx3,293020032,17690,True,texture
main.13.com.ea.gp.fifaworld.obb,5581,data\sceneassets\faces\face_0_1_0_1_1_0_1_0_2_textures.rx3,293037760,27238,True,texture
main.13.com.ea.gp.fifaworld.obb,5582,data\sceneassets\faces\face_0_1_0_1_1_0_1_0_4_textures.rx3,293065024,26636,True,texture
main.13.com.ea.gp.fifaworld.obb,5583,data\sceneassets\faces\face_0_1_0_1_1_0_1_0_5_textures.rx3,293091712,25886,True,texture
main.13.com.ea.gp.fifaworld.obb,5584,data\sceneassets\faces\face_0_1_0_1_1_0_1_0_6_textures.rx3,293117632,23359,True,texture
main.13.com.ea.gp.fifaworld.obb,5585,data\sceneassets\faces\face_0_1_0_1_1_0_1_0_8_textures.rx3,293140992,22278,True,texture
main.13.com.ea.gp.fifaworld.obb,5586,data\sceneassets\faces\face_0_1_0_1_1_0_1_0_9_textures.rx3,293163328,19706,True,texture
main.13.com.ea.gp.fifaworld.obb,5587,data\sceneassets\faces\face_0_1_0_1_1_0_1_1_10_textures.rx3,293183040,17595,True,texture
main.13.com.ea.gp.fifaworld.obb,5588,data\sceneassets\faces\face_0_1_0_1_1_0_1_1_2_textures.rx3,293200640,27349,True,texture
main.13.com.ea.gp.fifaworld.obb,5589,data\sceneassets\faces\face_0_1_0_1_1_0_1_1_4_textures.rx3,293228032,26420,True,texture
main.13.com.ea.gp.fifaworld.obb,5590,data\sceneassets\faces\face_0_1_0_1_1_0_1_1_5_textures.rx3,293254464,26590,True,texture
main.13.com.ea.gp.fifaworld.obb,5591,data\sceneassets\faces\face_0_1_0_1_1_0_1_1_6_textures.rx3,293281088,24113,True,texture
main.13.com.ea.gp.fifaworld.obb,5592,data\sceneassets\faces\face_0_1_0_1_1_0_1_1_8_textures.rx3,293305216,21800,True,texture
main.13.com.ea.gp.fifaworld.obb,5593,data\sceneassets\faces\face_0_1_0_1_1_0_1_1_9_textures.rx3,293327040,19906,True,texture
main.13.com.ea.gp.fifaworld.obb,5594,data\sceneassets\faces\face_0_1_0_1_1_0_1_2_10_textures.rx3,293347008,17626,True,texture
main.13.com.ea.gp.fifaworld.obb,5595,data\sceneassets\faces\face_0_1_0_1_1_0_1_2_2_textures.rx3,293364672,28039,True,texture
main.13.com.ea.gp.fifaworld.obb,5596,data\sceneassets\faces\face_0_1_0_1_1_0_1_2_4_textures.rx3,293392768,26437,True,texture
main.13.com.ea.gp.fifaworld.obb,5597,data\sceneassets\faces\face_0_1_0_1_1_0_1_2_5_textures.rx3,293419264,26477,True,texture
main.13.com.ea.gp.fifaworld.obb,5598,data\sceneassets\faces\face_0_1_0_1_1_0_1_2_6_textures.rx3,293445760,24114,True,texture
main.13.com.ea.gp.fifaworld.obb,5599,data\sceneassets\faces\face_0_1_0_1_1_0_1_2_8_textures.rx3,293469888,21139,True,texture
main.13.com.ea.gp.fifaworld.obb,5600,data\sceneassets\faces\face_0_1_0_1_1_0_1_2_9_textures.rx3,293491072,19425,True,texture
main.13.com.ea.gp.fifaworld.obb,5601,data\sceneassets\faces\face_0_1_0_1_1_0_2_0_10_textures.rx3,293510528,17840,True,texture
main.13.com.ea.gp.fifaworld.obb,5602,data\sceneassets\faces\face_0_1_0_1_1_0_2_0_2_textures.rx3,293528384,27358,True,texture
main.13.com.ea.gp.fifaworld.obb,5603,data\sceneassets\faces\face_0_1_0_1_1_0_2_0_4_textures.rx3,293555776,26778,True,texture
main.13.com.ea.gp.fifaworld.obb,5604,data\sceneassets\faces\face_0_1_0_1_1_0_2_0_5_textures.rx3,293582592,26026,True,texture
